"Deeplink";"Produkt-Titel";"Produktbeschreibung";"Produktbeschreibung lang";"Preis (Brutto)";"Preis (Netto)";"Währung";"europäische Artikelnummer EAN";"Anbieter Artikelnummer AAN";"Hersteller";"Hersteller Artikelnummer HAN";"Produktbild-URL";"Vorschaubild-URL";"Produktkategorie";"Versandkosten Allgemein";"Versandkosten Vorkasse";"Versandkosten Nachnahme";"Versandkosten Kreditkarte";"Versandkosten Lastschrift";"Versandkosten Rechnung";"Versandkosten PayPal";"Versandkosten Sofortüberweisung";"Lieferzeit/Verfügbarkeit";"base_price";"unit_pricing_base_measure";"unit_pricing_measure";"ext_Grundpreis";"ext_Inhalt"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fweissweine%2F4735%2Fneumeister-gelber-muskateller-silberberg-erste-stk-lage-2017%2F%3Fnumber%3D8843008";"Neumeister Gelber Muskateller Silberberg Erste STK Lage 2017";"Verkostungsnotiz des Jahrgangs 2015: Früher ein ?Frauenwein? par excellence ? am besten halbtrock...";"";"22,90";"";"";"9120013394963";"8843008";"Neumeister";"";"https://images.vinocentral.de/media/image/04/ca/e1/bild_neumeister_gelber_muskateller_ried_solberberg_erste_stk_lage_2015_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 30,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fweissweine%2F4736%2Fneumeister-sauvignon-blanc-klausen-erste-skt-lage-2017%2F%3Fnumber%3D8843005";"Neumeister Sauvignon Blanc Klausen Erste SKT Lage 2017";"Wein?Plus Bewertung: Sehr gut (89 WP) Relativ kühler, ein wenig gedeckter, nussig-hefiger und rec...";"";"23,90";"";"";"9120013394949";"8843005";"Neumeister";"";"https://images.vinocentral.de/media/image/c5/16/b2/bild_neumeister_sauvignon_blanc_klausen_erste_stk_lage_2017_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 31,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fsalvatore-molise-rosso-biberius%3Fnumber%3D8941003";"Salvatore Molise Rosso Biberius 2014";"1 Glas im Gambero Rosso 2017.  Zwischen den beiden großen Anbaugebieten Abruzzen im Norden u...";"";"10,90";"";"";"";"8941003";"Salvatore";"";"https://images.vinocentral.de/media/image/bc/61/d8/bild_salvatore_molise_rosso_biberius_2014_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"14 Tage";"";"";"";"1 l = 14,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fsalvatore-molise-rosso-don-dona%3Fnumber%3D8941005";"Salvatore Molise Rosso Don Dona 2014";"Zu dem Jahrgang 2012: Ein Barrique-Wein aus der Montepulciano-Traube verspricht v iel Wucht und K...";"";"16,90";"";"";"";"8941005";"Salvatore";"";"https://images.vinocentral.de/media/image/7f/64/27/bild_salvatore_molise_rosso_don_dona_2014_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 22,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fweissweine%2F4741%2Fkarl-may-chardonnay-reserve-2019%2F%3Fnumber%3D8222018";"Karl May Chardonnay Réserve 2019";"Verkostungsnotiz des Jahrgangs 2015: Man denkt sofort an einen guten Chablis und käme ohne Etiket...";"";"25,00";"";"";"4260668230843";"8222018";"Karl May";"1926";"https://images.vinocentral.de/media/image/b8/cc/65/bild_karl_may_chardonnay_reserve_2015_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 33,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fermita-del-conde-tempranillo%3Fnumber%3D8946003";"Ermita del Conde Tempranillo 2017";"Wir warten auf den neuen Jahrgang 2017.";"";"14,90";"";"";"8437015541020";"8946003";"Ermita del Conde";"";"https://images.vinocentral.de/media/image/9a/20/c6/bild_ermita_del_conde_tempranillo_2017_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 19,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fermita-del-conde-pago-del-conde%3Fnumber%3D8946004";"Ermita del Conde Pago del Conde 2014";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2012: Im Bukett dun...";"";"29,90";"";"";"";"8946004";"Ermita del Conde";"";"https://images.vinocentral.de/media/image/f1/63/7c/bild_ermita_del_conde_pago_del_conde_2014_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 39,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fseehof-same-same-but-different-weiweincuvee%3Fnumber%3D8787505";"Weingut Seehof Same Same but Different Weißweincuvée 2020";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2017: In der Nase i...";"";"9,50";"";"";"4260118711397";"8787505";"Weingut Seehof";"16b/17";"https://images.vinocentral.de/media/image/0c/ca/60/bild_weingut_seehof_same_same_but_different_weissweincuvee_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 12,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fbodegas-arrayn-garnacha-de-arrayan%3Fnumber%3D8944001";"Bodegas Arrayán Garnacha de Arrayán 2015";"Dieser lebendig-kirschrote Garnacha zeichnet sich durch florale Aromen mit Noten von Fenchel und ...";"";"21,90";"";"";"";"8944001";"Bodegas ArrayÃ¡n";"";"https://images.vinocentral.de/media/image/78/c9/f2/bild_bodegas-arrayn-garnacha-de-arrayan_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 29,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fbodegas-arrayn-la-suerte-arrayn%3Fnumber%3D8944002";"Bodegas Arrayán La Suerte Arrayán 2015";"Verkostungsnotiz des Jahrgangs 2014: Die ?Mancha? ist das größte zusammenhängende Weinbaugebiet d...";"";"12,90";"";"";"8437004666222";"8944002";"Bodegas ArrayÃ¡n";"";"https://images.vinocentral.de/media/image/1d/1f/4a/bild_bodegas_arrayan_la_suerte_arrayan_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 17,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fquinta-da-ponte-pedrinha-reserva%3Fnumber%3D8942004";"Quinta da Ponte Pedrinha Reserva 2014";"Nur noch wenige Flaschen verfügbar.";"";"14,90";"";"";"5607009020012";"8942004";"Quinta da Ponte Pedrinha";"";"https://images.vinocentral.de/media/image/70/96/ea/bild_quinta_da_ponte_pedrinha_reserva_2014_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 19,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fquinta-da-ponte-pedrinha-vinhas-velhas%3Fnumber%3D8942005";"Quinta da Ponte Pedrinha Vinhas Velhas 2015";"Nur noch wenige Flaschen verfügbar.";"";"18,50";"";"";"5607009000038";"8942005";"Quinta da Ponte Pedrinha";"";"https://images.vinocentral.de/media/image/e4/27/f5/bild_quinta_da_ponte_pedrinha_vinhas_vehas_2015_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 24,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fconceito-vinhos-bastardo%3Fnumber%3D8945002";"Conceito Vinhos Bastardo 2019";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2016: In Frankreich...";"";"24,00";"";"";"5600318881497";"8945002";"Conceito Vinhos";"";"https://images.vinocentral.de/media/image/21/50/45/bild_conceito_vinhos_bastardo_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 32,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fconceito-vinhos-douro-vinho-tinto%3Fnumber%3D8945003";"Conceito Vinhos Conceito Douro Vinho Tinto 2016";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2014: Bei geschätzt...";"";"27,90";"";"";"5600318881275";"8945003";"Conceito Vinhos";"103104";"https://images.vinocentral.de/media/image/13/98/1a/bild_conceito_vinhos_douro_vinho_tinto_2016_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 37,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fweissweine%2F4788%2Fconceito-vinhos-alvarinho-vinho-verde-2015%2F%3Fnumber%3D8945004";"Conceito Vinhos Alvarinho Vinho Verde 2015";"Der ?grüne? Wein (gemeint ist damit sein jugendlicher Charakter) aus der typischen Rebsorte Alvar...";"";"17,90";"";"";"5600318880957";"8945004";"Conceito Vinhos";"103096";"https://images.vinocentral.de/media/image/98/40/4c/bild_conceito_vinhos_alvarinho_vinho_verde_2015_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 23,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fconceito-vinhos-porto-vintage%3Fnumber%3D8945005";"Conceito Vinhos Porto vintage 2016";"Nur noch wenige Flaschen verfügbar.";"";"44,90";"";"";"5600318881220";"8945005";"Conceito Vinhos";"101003";"https://images.vinocentral.de/media/image/1c/48/d7/bild_conceito_vinhos_porto_vintage_2016_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 59,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotwein%2Fmanz-wine-contador-de-estorias%3Fnumber%3D8947000";"Manz Wine Contador de Estórias 2017";"André Manz besitzt Rebflächen im Douro und in den Regionen Lisboa und Peninsula Setubal. Der Cont...";"";"9,90";"";"";"5600340050595";"8947000";"Manz Wine";"";"https://images.vinocentral.de/media/image/73/62/11/bild_manz_wine_contador_de_estorias_2017_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"4 Tage";"";"";"";"1 l = 13,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fmanz-wine-dona-fatima-jampal-cheleiros%3Fnumber%3D8947001";"Manz Wine Dona Fátima Jampal Cheleiros 2019";"André Manz entwickelte sich vom Fußballprofi, zum Besitzer einer erfolgreichen Fitnesskette und l...";"";"16,90";"";"";"5600340050861";"8947001";"Manz Wine";"";"https://images.vinocentral.de/media/image/40/72/1f/bild_manz_wine_dona_fatima_jampal_cheleiros_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 22,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Frotweine%2F4792%2Fconceito-vinhos-porto-tawny-10-jahre%2F%3Fnumber%3D8945006";"Conceito Vinhos Porto Tawny 10 Jahre";"Nur noch wenige Flaschen verfügbar.";"";"24,90";"";"";"5600318880216";"8945006";"Conceito Vinhos";"103026";"https://images.vinocentral.de/media/image/04/68/0f/bild_conceito_vinhos_porto_tawny_10_jahre_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 33,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweissweine%2Fherdade-grande-herdade-grande-branco%3Fnumber%3D8950001";"Herdade Grande Herdade Grande Branco 2018";"Nur noch wenige Flaschen verfügbar.";"";"7,90";"";"";"5605361801157";"8950001";"Herdade Grande";"";"https://images.vinocentral.de/media/image/3e/88/73/bild_herdade_grande_herdade_grande_branco_2018_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 10,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Frotweine%2Fherdade-grande-tinto-grande-reserva%3Fnumber%3D8950004";"Herdade Grande Tinto Grande Reserva 2013";"Neu eingetroffen. Beschreibung folgt.";"";"27,90";"";"";"5605361331166";"8950004";"Herdade Grande";"";"https://images.vinocentral.de/media/image/28/82/6d/bild_herdade-grande-tinto-grande-reserva_2013_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 37,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-kissinger-duo-no1-sauvignon-blanc-fume%3Fnumber%3D8935000";"Weingut Kissinger Duo No.1 Sauvignon Blanc Fumé 2019";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2017: Dieser Wein i...";"";"10,80";"";"";"4260523980777";"8935000";"Weingut Kissinger";"3218";"https://images.vinocentral.de/media/image/6f/de/13/bild_weingut_kissinger_duo_no_1_sauvignon_blanc_fume_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 14,40";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fholger-koch-kaiserstuhl-spaetburgunder-2019%3Fnumber%3D8876004";"Holger Koch Kaiserstuhl Spätburgunder 2019";"Verkostungsnotizen von 2016: Holger Kochs Weine sind beinahe als ?un-badisch? zu bezeichnen. So f...";"";"9,90";"";"";"4260238743407";"8876004";"Holger Koch";"03-14";"https://images.vinocentral.de/media/image/8e/9d/03/bild_holger_koch_kaiserstuhl_spaetburgunder_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 13,20";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fjoh-bapt-schaefer-dorsheim-riesling%3Fnumber%3D8746012";"Joh. Bapt. Schäfer Dorsheim Riesling 2018";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2016: 1. Platz Ries...";"";"14,50";"";"";"4260174351148";"8746012";"Joh. Bapt. SchÃ¤fer";"1823";"https://images.vinocentral.de/media/image/a8/87/37/bild_joh_bapt_schaefer_dorsheim_riesling_2018VmIpO4lGDiUBj_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 19,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Fweissweine%2F4914%2Fweingut-pichler-krutzler-riesling-loiben-2017%2F%3Fnumber%3D8951002";"Weingut Pichler-Krutzler Riesling Loiben 2017";"Rieslinge aus der Wachau sind oft sehr wuchtig und alkoholstark und nur ganz selten ? wie in dies...";"";"15,60";"";"";"9120060171623";"8951002";"Weingut Pichler-Krutzler";"";"https://images.vinocentral.de/media/image/0f/44/43/bild_weingut_pichler_krutzler_riesling_loiben_2017_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 20,80";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-pichler-krutzler-riesling-loibenberg%3Fnumber%3D8951004";"Weingut Pichler-Krutzler Riesling Loibenberg 2017";"Der Loibenberg: Natursteinterrassen über dem Donautal bis auf 400m hoch ansteigend, alle nach Süd...";"";"33,00";"";"";"9120060171708";"8951004";"Weingut Pichler-Krutzler";"";"https://images.vinocentral.de/media/image/1d/4c/d8/bild_weingut_pichler_krutzler_riesling_loibenberg_2017_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 44,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fpichler-krutzler-riesling-trockenbeerenauslese%3Fnumber%3D8951005";"Weingut Pichler-Krutzler Riesling Trockenbeerenauslese Loibenberg 2015 0,375l";"Das höchste Prädikat im deutschen und österreichischen Weinbau - die Trockenbeerenauslese. Sie ka...";"";"66,90";"";"";"9120060171203";"8951005";"Weingut Pichler-Krutzler";"";"https://images.vinocentral.de/media/image/4b/a6/77/bild_weingut_pichler_krutzler_riesling_trockenbeerenauslese_2015_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 178,40";"0.375 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-emrich-schoenleber-lenz-riesling%3Fnumber%3D8963305";"Weingut Emrich-Schönleber Lenz Riesling 2021";"Verkostungsnotiz des Jahrgangs 2018: Oh, Ihr kleingläubigen und engstirnigen Trockentrinker! Was ...";"";"11,50";"";"";"4260218282827";"8963305";"Weingut Emrich-SchÃ¶nleber";"22";"https://images.vinocentral.de/media/image/bb/62/65/bild_weingut_emrich_schoenleber_lenz_riesling_2021_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 15,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fgloegglhof-suedtiroler-sauvignon-karneid%3Fnumber%3D8796000";"Franz Gojer - Glögglhof Sauvignon Karneid 2020";"Verkostungsnotiz des Jahrgangs 2018: Für seinen Sauvignon Karneid hat sich Franz Gojer die Weine ...";"";"14,50";"";"";"";"8796000";"Franz Gojer - GlÃ¶gglhof";"";"https://images.vinocentral.de/media/image/54/ed/98/bild_gloegglhof_suedtiroler_sauvignon_karneid_2020_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 19,33";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fsteintal-klingenberg-spaetburgunder-alte-reben%3Fnumber%3D8959004";"Steintal Klingenberg Spätburgunder Alte Reben 2017";"Es ist der wohl letzte Jahrgang, der noch weitestgehend auf das Konto von Benedikt Baltes ging. E...";"";"29,00";"";"";"";"8959004";"Steintal";"212H";"https://images.vinocentral.de/media/image/d5/67/e5/bild_steintal_klingenberg_spaetburgunder_alte_reben_2017_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 38,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fsteintal-bischofsberg-spaetburgunder-gg%3Fnumber%3D8959005";"Steintal Großheubacher Bischofsberg Spätburgunder GG 2017";"Nur noch wenige Flaschen verfügbar.";"";"49,90";"";"";"";"8959005";"Steintal";"402H";"https://images.vinocentral.de/media/image/0e/0e/3e/bild_steintal_grossheubacher_bischofsberg_spaetburgunder_gg_2017_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 66,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fjulia-bertram-dernauer-spaetburgunder%3Fnumber%3D8958001";"Bertram - Baltes Dernauer Spätburgunder 2019";"Nur noch wenige Flaschen verfügbar.  ";"";"22,90";"";"";"";"8958001";"Bertram - Baltes";"";"https://images.vinocentral.de/media/image/04/34/09/bild_bertram_baltes_dernauer_spaetburgunder_2019_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 30,53";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweine%2Frotweine%2F4986%2Fbertram-baltes-marienthaler-trotzenberg-spaetburgunder-2019%2F%3Fnumber%3D8958002";"Bertram - Baltes Marienthaler Trotzenberg Spätburgunder 2019";"Nur noch wenige Flaschen verfügbar. Verkostungsnotiz des Jahrgangs 2016: Der Marienthaler Trotzen...";"";"59,00";"";"";"";"8958002";"Bertram - Baltes";"9912012131";"https://images.vinocentral.de/media/image/9f/56/8f/bild_julia_bertram_marienthaler_trotzenberg_spaetburgunder_2016_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"5 Tage";"";"";"";"1 l = 78,67";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-knipser-gaudenz%3Fnumber%3D8933007";"Weingut Knipser Gaudenz 2016";"Neu eingetroffen. Aktuelle Beschreibung folgt. Verkostungsnotiz des Jahrgangs 2015: Bei Knipser s...";"";"9,80";"";"";"4260032194900";"8933007";"Weingut Knipser";"1545";"https://images.vinocentral.de/media/image/c5/fa/f1/bild_weingut_knipser_gaudenz_2016_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 13,07";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fweingut-knipser-cuvee-x%3Fnumber%3D8933008";"Weingut Knipser Cuvée X 2018";"Verkostungsnotiz des Jahrgangs 2016: ?Die Mutter aller Bordeaux-Cuvées in Deutschland?, ?sagenumw...";"";"45,00";"";"";"4260032190742";"8933008";"Weingut Knipser";"1865";"https://images.vinocentral.de/media/image/b8/ed/51/bild_weingut_knipser_cuvee_x_2018_1280x1280.jpg";"";"Weine>Rotweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 60,00";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fbernhard-ott-gruener-veltliner-am-berg%3Fnumber%3D8956000";"Bernhard Ott Grüner Veltliner am Berg 2021";"Verkostungsnotiz des Jahrgangs 2018: Wenn Ott einen seiner Weine ""Am Berg"" nennt, dann ist klar, ...";"";"11,90";"";"";"9120013375818";"8956000";"Bernhard Ott";"Iiiii";"https://images.vinocentral.de/media/image/da/93/86/bild_bernhard_ott_gruener_veltliner_am_berg_2021_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 15,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fbernhard-ott-gruener-veltliner-der-ott%3Fnumber%3D8956002";"Bernhard Ott Grüner Veltliner DER OTT Bio 2019";"Entgegen dem Motto ?Never change a running system? veränderte Bernhard Ott mit dem Jahrgang 2019 ...";"";"20,90";"";"";"9120013375443";"8956002";"Bernhard Ott";"";"https://images.vinocentral.de/media/image/59/a3/b7/bild_bernhard_ott_gruener_veltliner_der_ott_bio_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 27,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fbernhard-ott-gruener-veltliner-spiegel%3Fnumber%3D8956003";"Bernhard Ott Grüner Veltliner Feuersbrunner Spiegel Bio 2019";"Verkostungsnotiz des Jahrgangs 2016: Glücklich kann sich ein Weinhändler schätzen, wenn mehrere J...";"";"29,90";"";"";"9120013375641";"8956003";"Bernhard Ott";"";"https://images.vinocentral.de/media/image/3c/22/b4/bild_bernhard_ott_gruener_veltliner_feuersbrunner_spiegel_bio_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 39,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fbernhard-ott-gruener-veltliner-rosenberg%3Fnumber%3D8956004";"Bernhard Ott Grüner Veltliner Feuersbrunner Rosenberg Bio 2019";"Verkostungsnotiz des Jahrgangs 2015: Wieder einmal sollte es schnell gehen bei unseren Verkostung...";"";"32,90";"";"";"9120013375726";"8956004";"Bernhard Ott";"";"https://images.vinocentral.de/media/image/f8/21/db/bild_bernhard_ott_gruener_veltliner_feuersbrunner_rosenberg_bio_2019_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 43,87";"0.75 l"
"https://t.adcell.com/p/click?promoId=162466&slotId=101178&param0=https%3A%2F%2Fwww.vinocentral.de%2Fbernhard-ott-cuvee-spectrum%3Fnumber%3D8956005";"Bernhard Ott Cuvée Spectrum 2021";"Nur noch wenige Flaschen verfügbar.";"";"14,00";"";"";"9120013375900";"8956005";"Bernhard Ott";"";"https://images.vinocentral.de/media/image/09/82/82/bild_bernhard_ott_gemischter_satz_2017_1280x1280.jpg";"";"Weine>Weißweine";"6,90";"6,90";"";"";"";"";"";"";"1-2 Werktage";"";"";"";"1 l = 14,00";"1 l"
